61.44,-46.2,ET
25.92,17.05,BWh
65.64,-127.13,Dfc
61.48,-162.58,Dsc
36.12,-110.34,BSk
78.8,-100.24,ET
52.4,-59.36,Dfc
39.08,-106.85,Dfc
50.26,-89.22,Dfc
28.25,-98.61,BSh
62.53,-65.76,/
58.25,-133.88,ET
58.92,-122.19,Dfc
61.62,-96.55,Dfc
14.9,-85.65,Aw
69.31,-83.9,ET
59.09,-78.37,/
35.69,-81.4,Cfa
42.25,-114.0,BSk
52.35,-81.76,Dfc
45.65,-113.4,Dfc
43.26,-123.12,Csb
73.14,-91.08,/
65.72,-150.83,Dsc
47.75,-104.51,BSk
67.89,-31.52,/
68.56,-130.97,Dfc
60.1,-71.41,ET
67.33,-51.78,ET
75.27,-85.52,ET
68.05,-35.8,EF
68.88,-106.19,ET
48.12,-79.58,Dfb
75.58,-114.72,ET
67.23,-96.56,ET
58.21,-68.86,Dfc
62.38,-146.29,Dsc
15.6,-89.34,Af
52.2,-67.24,Dfc
